,id,groupid,line_no,first_relate_chain,first_relate_chain_usegas,second_relate_chain,second_relate_chain_usegas,rankid,total,address,tx_count,first_tx_time,last_tx_time,noprotocol,noprotocol_firsttime,noprotocol_lasttime,abracadabramoney,abracadabramoney_firsttime,abracadabramoney_lasttime,angle,angle_firsttime,angle_lasttime,aptosbridge,aptosbridge_firsttime,aptosbridge_lasttime,bitcoinbridge,bitcoinbridge_firsttime,bitcoinbridge_lasttime,clusters,clusters_firsttime,clusters_lasttime,defikingdoms,defikingdoms_firsttime,defikingdoms_lasttime,holograph,holograph_firsttime,holograph_lasttime,maverickprotocol,maverickprotocol_firsttime,maverickprotocol_lasttime,merkly,merkly_firsttime,merkly_lasttime,omnisea,omnisea_firsttime,omnisea_lasttime,pancakeswap,pancakeswap_firsttime,pancakeswap_lasttime,stakestone,stakestone_firsttime,stakestone_lasttime,stargate,stargate_firsttime,stargate_lasttime,coredao,coredao_firsttime,coredao_lasttime,dappgate,dappgate_firsttime,dappgate_lasttime,dexalot,dexalot_firsttime,dexalot_lasttime,harmonybridge,harmonybridge_firsttime,harmonybridge_lasttime,interportfinance,interportfinance_firsttime,interportfinance_lasttime,omniart,omniart_firsttime,omniart_lasttime,radiantcapital,radiantcapital_firsttime,radiantcapital_lasttime,fusebridge,fusebridge_firsttime,fusebridge_lasttime,l2marathon,l2marathon_firsttime,l2marathon_lasttime,mummyfinance,mummyfinance_firsttime,mummyfinance_lasttime,usdv,usdv_firsttime,usdv_lasttime,omnix,omnix_firsttime,omnix_lasttime,testnetbridge,testnetbridge_firsttime,testnetbridge_lasttime,mintdao,mintdao_firsttime,mintdao_lasttime,stargator,stargator_firsttime,stargator_lasttime,traderjoe,traderjoe_firsttime,traderjoe_lasttime,gameswift,gameswift_firsttime,gameswift_lasttime,orderlynetwork,orderlynetwork_firsttime,orderlynetwork_lasttime,superform,superform_firsttime,superform_lasttime,tevaera,tevaera_firsttime,tevaera_lasttime,l2pass,l2pass_firsttime,l2pass_lasttime,shimmerbridge,shimmerbridge_firsttime,shimmerbridge_lasttime,whale,whale_firsttime,whale_lasttime,omnihub,omnihub_firsttime,omnihub_lasttime,getmint,getmint_firsttime,getmint_lasttime,zkrank,zkrank_firsttime,zkrank_lasttime,kommunitas,kommunitas_firsttime,kommunitas_lasttime,goldenboys,goldenboys_firsttime,goldenboys_lasttime,omnicat,omnicat_firsttime,omnicat_lasttime,osakaprotocol,osakaprotocol_firsttime,osakaprotocol_lasttime,zerius,zerius_firsttime,zerius_lasttime,gaszip,gaszip_firsttime,gaszip_lasttime,altitude,altitude_firsttime,altitude_lasttime,l2telegraph,l2telegraph_firsttime,l2telegraph_lasttime,mintly,mintly_firsttime,mintly_lasttime,womex,womex_firsttime,womex_lasttime,levelfinance,levelfinance_firsttime,levelfinance_lasttime,metis,metis_firsttime,metis_lasttime,woofi,woofi_firsttime,woofi_lasttime,ethena,ethena_firsttime,ethena_lasttime,arbitroveprotocol,arbitroveprotocol_firsttime,arbitroveprotocol_lasttime,arkenfinance,arkenfinance_firsttime,arkenfinance_lasttime,beethovenx,beethovenx_firsttime,beethovenx_lasttime,betswirl,betswirl_firsttime,betswirl_lasttime,impossiblefinance,impossiblefinance_firsttime,impossiblefinance_lasttime,reunitwallet,reunitwallet_firsttime,reunitwallet_lasttime,tenet,tenet_firsttime,tenet_lasttime,openexchange,openexchange_firsttime,openexchange_lasttime,nogem,nogem_firsttime,nogem_lasttime,telosbridge,telosbridge_firsttime,telosbridge_lasttime,openname,openname_firsttime,openname_lasttime,aurafinance,aurafinance_firsttime,aurafinance_lasttime,wagmi,wagmi_firsttime,wagmi_lasttime,shrapnel,shrapnel_firsttime,shrapnel_lasttime,kelpdao,kelpdao_firsttime,kelpdao_lasttime,gravitaprotocol,gravitaprotocol_firsttime,gravitaprotocol_lasttime,сryptorank,сryptorank_firsttime,сryptorank_lasttime,tarot,tarot_firsttime,tarot_lasttime,layersync,layersync_firsttime,layersync_lasttime,sidusheroes,sidusheroes_firsttime,sidusheroes_lasttime,decent,decent_firsttime,decent_lasttime,starprotocol,starprotocol_firsttime,starprotocol_lasttime,fronkworld,fronkworld_firsttime,fronkworld_lasttime,pendle,pendle_firsttime,pendle_lasttime,seedifyfund,seedifyfund_firsttime,seedifyfund_lasttime,venusprotocol,venusprotocol_firsttime,venusprotocol_lasttime,tinydinos,tinydinos_firsttime,tinydinos_lasttime,wefi,wefi_firsttime,wefi_lasttime,zerodayfightback,zerodayfightback_firsttime,zerodayfightback_lasttime,qidao,qidao_firsttime,qidao_lasttime,tangible,tangible_firsttime,tangible_lasttime,xexlabs,xexlabs_firsttime,xexlabs_lasttime,nftearth,nftearth_firsttime,nftearth_lasttime,hardhit,hardhit_firsttime,hardhit_lasttime,zkdx,zkdx_firsttime,zkdx_lasttime,sum_stargate_swap_usd
20,242915,20240518063708440946,29,op,1.25310606,gno,0.20711679,1076636,28.04109547,0xda02af6e63964cc3985de637e7f05e0d39cd348d,37,,,8.0,2023-09-23 06:31:46,2023-09-23 11:22:38,,,,7,2023-06-27 01:58:08,2023-07-01 14:43:25,,,,1,2023-07-03 07:35:19,2023-07-03 07:35:19,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-21 10:16:35,2024-02-19 08:18:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10633.76402339
21,242914,20240518063708440946,28,op,1.25310606,gno,0.20711679,1060716,28.48124592,0x7f2cb914f742a6cd63afe84b5008907ce7edd5da,33,,,,,,,,,7,2023-06-27 04:48:21,2023-07-01 14:50:50,,,,1,2023-07-04 12:44:10,2023-07-04 12:44:10,,,,,,,,,,,,,,,,,,,,,,,,,25,2023-05-20 13:04:27,2024-04-20 12:43:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16306.6453054
22,242913,20240518063708440946,27,op,1.25310606,gno,0.20711679,1048550,28.82856015,0xf0ea35b44fe48d6787dada0b67a1a340eb728a5c,37,,,8.0,2023-09-23 05:20:11,2023-09-23 15:38:18,,,,7,2023-06-27 01:56:20,2023-07-01 15:58:30,,,,1,2023-07-03 05:21:19,2023-07-03 05:21:19,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-20 02:07:51,2024-02-21 00:40:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10361.18959911
23,242912,20240518063708440946,26,op,1.25310606,gno,0.20711679,1045320,28.92060952,0x3962601b494cb29fde86f9570bd6265c3e90fe19,36,,,8.0,2023-09-23 08:02:41,2023-09-23 09:36:03,,,,7,2023-06-27 04:00:18,2023-07-01 15:42:10,,,,1,2023-07-03 23:50:03,2023-07-03 23:50:03,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-21 05:39:39,2023-09-22 06:58:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10478.56671338
24,242911,20240518063708440946,25,op,1.25310606,gno,0.20711679,1045292,28.92154155,0x92a4782eaf4386c2531f442d9cedf5b5aa947b55,40,,,8.0,2023-09-23 06:28:42,2023-09-23 12:22:21,,,,7,2023-06-27 02:47:51,2023-07-01 16:08:15,,,,1,2023-07-03 08:32:40,2023-07-03 08:32:40,,,,,,,,,,,,,,,,,,,,,,,,,24,2023-05-20 06:50:36,2024-04-21 00:56:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10929.14253455
25,242955,20240518063708440946,69,op,1.25310606,gno,0.20711679,1558597,17.70296391,0xbc0a2ecdbeef6a7c15db94ca5740c5efe03975db,29,,,,,,,,,7,2023-06-27 02:27:40,2023-07-01 15:23:15,,,,1,2023-07-03 10:58:04,2023-07-03 10:58:04,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-20 08:06:30,2024-04-20 10:41:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10562.47080818
26,242954,20240518063708440946,68,op,1.25310606,gno,0.20711679,1540852,18.01800425,0x5d26d9262de5069034a797b1430a623ed0d7e57e,29,,,,,,,,,7,2023-06-27 01:38:36,2023-07-01 15:08:20,,,,1,2023-07-04 03:21:17,2023-07-04 03:21:17,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-21 10:40:26,2024-04-18 05:47:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10780.17134988
27,242953,20240518063708440946,67,op,1.25310606,gno,0.20711679,1539815,18.03738317,0xb5a970fab36900c09652a21d9888e164252f854f,31,,,,,,,,,7,2023-06-27 02:51:42,2023-07-01 15:27:50,,,,1,2023-07-03 04:59:44,2023-07-03 04:59:44,,,,,,,,,,,,,,,,,,,,,,,,,23,2023-05-20 10:10:09,2024-04-30 20:32:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10712.88751464
28,242952,20240518063708440946,66,op,1.25310606,gno,0.20711679,1533510,18.15278903,0x2fa7cab836f319cb44acaf7aae9fb36a13c2cc15,29,,,,,,,,,7,2023-06-27 04:51:42,2023-07-01 15:32:50,,,,1,2023-07-04 16:54:24,2023-07-04 16:54:24,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-20 09:06:49,2024-04-20 13:24:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10810.13180535
29,242951,20240518063708440946,65,op,1.25310606,gno,0.20711679,1522211,18.3530168,0xa2107d7a908e3e5be5e00fefdb5ed934f854ba6e,26,,,,,,,,,7,2023-06-27 02:18:55,2023-07-01 16:19:10,,,,1,2023-07-04 03:33:18,2023-07-04 03:33:18,,,,,,,,,,,,,,,,,,,,,,,,,18,2023-05-21 07:19:24,2024-04-28 07:33:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.28856379
30,242950,20240518063708440946,64,op,1.25310606,gno,0.20711679,1520806,18.37853764,0x7968087c81aba3d613062e35f373231d2ff414d0,30,,,,,,,,,7,2023-06-27 02:16:22,2023-07-01 15:51:50,,,,1,2023-07-04 00:49:34,2023-07-04 00:49:34,,,,,,,,,,,,,,,,,,,,,,,,,22,2023-05-21 10:44:15,2024-04-29 09:18:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10594.81911776
31,242949,20240518063708440946,63,op,1.25310606,gno,0.20711679,1472112,19.27684773,0x250aef79c154ff3d6c02c89bc3f899aa1b891da1,30,,,,,,,,,7,2023-06-27 02:44:22,2023-07-01 16:04:50,,,,1,2023-07-03 08:10:49,2023-07-03 08:10:49,,,,,,,,,,,,,,,,,,,,,,,,,22,2023-05-21 06:20:46,2024-04-19 23:15:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11215.13688408
32,242948,20240518063708440946,62,op,1.25310606,gno,0.20711679,1458220,19.54084498,0x7051e2d5cc01eddcee583306561da22cea9c654f,31,,,,,,,,,7,2023-06-27 02:50:13,2023-07-01 16:09:45,,,,1,2023-07-03 11:30:45,2023-07-03 11:30:45,,,,,,,,,,,,,,,,,,,,,,,,,23,2023-05-21 04:57:54,2024-04-18 12:33:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10348.84521561
33,242947,20240518063708440946,61,op,1.25310606,gno,0.20711679,1451150,19.67772957,0x1382dadd5deedb92d47aa8b1bc0fb37cd77fac94,28,,,,,,,,,7,2023-06-27 04:26:46,2023-07-01 15:05:40,,,,1,2023-07-03 06:42:00,2023-07-03 06:42:00,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-20 06:21:47,2024-04-19 20:09:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13546.32884003
34,242946,20240518063708440946,60,op,1.25310606,gno,0.20711679,1450831,19.68410339,0x1f1e2f5a641231ec85b181c6d729bdd3bd48762e,27,,,,,,,,,7,2023-06-27 02:18:35,2023-07-01 14:27:15,,,,1,2023-07-04 13:18:21,2023-07-04 13:18:21,,,,,,,,,,,,,,,,,,,,,,,,,19,2023-05-20 19:03:17,2024-04-17 23:04:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10701.62604648
35,242945,20240518063708440946,59,op,1.25310606,gno,0.20711679,1443572,19.8236824,0xdeed4059981b2529bffb0ffd4eadb58ef2ddf267,29,,,,,,,,,7,2023-06-27 03:12:13,2023-07-01 15:22:55,,,,1,2023-07-04 07:53:45,2023-07-04 07:53:45,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-20 17:28:49,2024-04-16 16:50:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11099.64143311
36,242944,20240518063708440946,58,op,1.25310606,gno,0.20711679,1440682,19.87982876,0xd5ecc83a4f394e81bca54701813c944e0e47efff,25,,,,,,,,,7,2023-06-27 04:05:11,2023-07-01 15:16:20,,,,1,2023-07-03 07:56:58,2023-07-03 07:56:58,,,,,,,,,,,,,,,,,,,,,,,,,17,2023-05-21 09:54:53,2024-04-03 02:54:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10547.06380619
37,242943,20240518063708440946,57,op,1.25310606,gno,0.20711679,1415557,20.36773009,0x17e593da0bfd1133cb4f433566113729045b20fc,29,,,,,,,,,7,2023-06-27 02:05:28,2023-07-01 14:38:00,,,,1,2023-07-03 12:38:32,2023-07-03 12:38:32,,,,,,,,,,,,,,,,,,,,,,,,,21,2023-05-20 01:37:08,2024-04-17 07:50:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10621.428804
38,242942,20240518063708440946,56,op,1.25310606,gno,0.20711679,1396502,20.73378816,0xf58e488a1e8b69266f53b31089a4bf91d9ea541d,28,,,,,,,,,7,2023-06-27 04:57:49,2023-07-01 14:34:25,,,,1,2023-07-03 17:16:56,2023-07-03 17:16:56,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-20 11:01:12,2024-04-21 01:04:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10712.7097857
39,242941,20240518063708440946,55,op,1.25310606,gno,0.20711679,1392625,20.80778337,0x14ff8b71862b2c17106c3f7de3ce1d44bf5bb717,32,,,,,,,,,7,2023-06-27 02:16:41,2023-07-01 14:40:55,,,,1,2023-07-04 04:51:42,2023-07-04 04:51:42,,,,,,,,,,,,,,,,,,,,,,,,,24,2023-05-20 23:38:42,2024-04-20 15:53:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10555.8871637
40,242940,20240518063708440946,54,op,1.25310606,gno,0.20711679,1390459,20.8485947,0xbde7094f4b51a03ee083d1daf5d6fad349695b51,31,,,,,,,,,7,2023-06-27 02:11:15,2023-07-01 15:47:05,,,,1,2023-07-04 13:20:20,2023-07-04 13:20:20,,,,,,,,,,,,,,,,,,,,,,,,,23,2023-05-20 12:06:11,2024-05-01 10:30:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10560.9749133
41,242939,20240518063708440946,53,op,1.25310606,gno,0.20711679,1387344,20.9099907,0x9291790e6597974af840963aaab96f6b2b95454c,28,,,,,,,,,7,2023-06-27 04:08:20,2023-07-01 15:50:35,,,,1,2023-07-04 15:20:02,2023-07-04 15:20:02,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-21 01:10:07,2023-11-09 08:03:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13312.98044474
42,242938,20240518063708440946,52,op,1.25310606,gno,0.20711679,1371053,21.23169505,0xe9e2ab3a3121e1ae7dc092984f6be4e074c01b4b,28,,,,,,,,,7,2023-06-27 01:47:58,2023-07-01 15:20:15,,,,1,2023-07-04 04:49:10,2023-07-04 04:49:10,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-05-20 10:27:17,2024-04-21 04:49:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10733.95733974
43,242937,20240518063708440946,51,op,1.25310606,gno,0.20711679,1367852,21.29607894,0xf8afdd8800bc7b7db6b055994632ef2bc80fcadd,31,,,,,,,,,7,2023-06-27 02:42:19,2023-07-01 15:10:10,,,,1,2023-07-03 07:15:29,2023-07-03 07:15:29,,,,,,,,,,,,,,,,,,,,,,,,,23,2023-05-21 05:18:25,2024-04-17 06:15:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111.32789345
44,242936,20240518063708440946,50,op,1.25310606,gno,0.20711679,1361156,21.42650996,0xfc6f154be03f4bcd6b69e8519bb927730475eb33,31,,,,,,,,,7,2023-06-27 04:22:45,2023-07-01 15:51:00,,,,1,2023-07-04 04:23:40,2023-07-04 04:23:40,,,,,,,,,,,,,,,,,,,,,,,,,23,2023-05-20 16:38:12,2024-04-18 10:50:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10488.57781947
45,242910,20240518063708440946,24,op,1.25310606,gno,0.20711679,1021166,29.61766186,0xb0aa4fb26036ef45b20c0c152eb372e937ace17f,40,,,8.0,2023-09-23 05:35:41,2023-09-23 09:33:25,,,,7,2023-06-27 04:51:51,2023-07-01 16:09:40,,,,1,2023-07-04 09:14:57,2023-07-04 09:14:57,,,,,,,,,,,,,,,,,,,,,,,,,24,2023-05-20 09:05:20,2024-04-18 23:22:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11047.09843727
